SalePrice,Gr_Liv_Area,Lot_Area,Year_Built,Total_Bsmt_SF,Central_Air,Overall_Cond
185750,1489,9156,1968,1489,Y,7
200000,2090,10382,1973,1107,Y,6
206000,2067,12732,1974,752,Y,6
162000,1395,12936,1972,723,Y,6
256900,2640,10400,1967,932,Y,7
197900,1724,17871,1967,1680,Y,5
163000,1336,9600,1969,1288,Y,5
113000,1216,9000,1969,1216,Y,5
230000,2288,13774,1977,908,Y,7
167900,1334,9650,1977,1350,Y,5
213250,1680,10140,1998,1650,Y,5
227000,1665,8400,2001,810,Y,6
130000,864,7130,1967,864,Y,6
143000,1568,9600,1967,1568,Y,5
117500,925,9100,1965,925,Y,6
168500,2061,9600,1974,1165,Y,5
172500,1320,16500,1971,1232,Y,5
161500,1342,9790,1967,1372,Y,5
141500,894,7436,1960,894,Y,7
118000,864,8125,1959,864,Y,7
127500,864,9100,1959,864,Y,6
140000,1362,9450,1957,1040,Y,5
177625,1728,13495,1956,1048,Y,6
110000,1776,11475,1958,1584,Y,5
167000,1516,10004,1964,1516,Y,6
153000,1313,9350,1961,1313,Y,6
145100,1292,10500,1964,1292,Y,5
154000,1154,11000,1966,1154,Y,6
177500,2140,8970,1965,744,Y,6
158000,1445,12095,1964,1127,Y,6
124500,1041,9600,1959,1041,Y,6
174500,1576,11475,1961,1208,Y,6
122000,960,9768,1955,960,Y,5
82500,708,5330,1940,420,Y,7
110000,1203,7015,1950,709,Y,4
149500,1505,12160,1953,1505,Y,4
175000,1691,9900,1967,1680,Y,5
167000,1644,9600,1953,1416,Y,5
128900,1050,9600,1956,1050,Y,6
140000,1668,9600,1950,856,Y,8
147000,1113,9600,1950,1113,Y,7
124000,1584,8944,1967,1584,Y,5
187500,1453,10573,1961,1453,Y,6
159000,1394,9500,1963,1394,Y,5
256000,1567,14695,1966,1562,Y,8
205000,1986,13600,1965,768,Y,6
193500,2142,13000,1968,896,Y,6
110000,1392,13560,1968,1392,Y,3
104900,1738,12513,1920,715,Y,4
150000,1144,8760,1956,1169,Y,7
156500,1478,8400,1957,1478,Y,3
176000,1329,12285,1960,1329,Y,6
149500,988,9240,1959,988,Y,8
139000,1632,9600,1958,1240,Y,6
155000,1215,12400,1958,1215,Y,7
120000,1202,8750,1956,1202,Y,5
153000,1382,8750,1955,1382,Y,5
144000,1200,10400,1956,1200,Y,5
176000,1382,19296,1962,1362,Y,5
153000,1297,8532,1954,1297,Y,6
135000,1866,9482,1958,1866,Y,4
131000,1062,8128,1954,1062,Y,7
123000,1319,10634,1953,608,Y,6
126000,1112,13070,1951,631,Y,5
115000,1005,10434,1955,1005,Y,5
164900,1363,14559,1951,1008,Y,7
113000,793,8480,1945,793,Y,6
145500,1031,7626,1952,1031,Y,8
102900,1210,9533,1953,0,Y,5
95000,1699,10615,1900,978,Y,5
152500,1527,11419,1948,699,Y,7
129900,1200,9600,1950,1200,Y,6
132000,972,8000,1948,972,Y,6
99900,792,5470,1958,792,Y,5
135000,1656,10410,1916,660,Y,7
149000,1352,10800,1939,676,Y,7
114000,1039,8146,1900,405,Y,8
109500,792,9022,1924,768,Y,8
125000,1078,10230,1925,1054,Y,7
142900,2377,10410,1915,1313,Y,5
156500,1690,7200,1910,560,Y,9
59000,599,5400,1940,416,N,5
105000,1374,5400,1920,840,Y,6
106000,846,10800,1920,720,N,7
78500,725,10800,1890,630,Y,5
190000,2544,9671,1969,1248,Y,5
154000,1380,10143,1963,1380,Y,7
163000,1040,11500,1967,1040,Y,4
200000,2634,11643,1969,1248,Y,5
143500,951,8010,1958,951,Y,9
135000,1105,10454,1957,1105,Y,6
153000,1306,8712,1957,992,Y,7
157500,1478,17600,1960,1478,Y,5
113500,1142,9000,1958,160,Y,6
133000,1268,12144,1949,832,Y,7
92900,1040,8544,1950,0,N,4
128500,1133,8064,1950,795,N,5
90000,1040,7200,1949,0,N,5
138000,1904,7200,1950,1208,Y,4
128000,1041,7350,1958,1041,Y,6
139000,1339,7560,1958,1029,Y,6
118900,732,7200,1952,732,Y,7
138000,1183,8000,1959,528,Y,5
132500,1148,7931,1959,1148,Y,5
133500,1461,10800,1949,832,Y,7
135000,1495,8064,1948,864,Y,7
144750,1806,7570,1964,780,Y,5
145000,941,8604,1978,941,Y,7
127000,1045,7936,1963,1045,Y,6
109500,894,6600,1962,894,N,5
115000,1224,3950,1926,818,Y,8
110000,1230,10440,1910,440,Y,6
128900,1378,4080,1935,901,Y,8
103500,1944,10307,1910,972,N,5
66500,1131,5720,1941,676,Y,6
130000,1306,15660,1910,240,Y,8
129000,1464,9900,1910,504,Y,8
150000,1558,6406,1939,690,Y,6
107500,2372,6600,1892,994,N,4
94550,1701,7627,1920,600,N,6
124500,1960,7596,1952,960,Y,5
135000,1389,3378,1946,651,Y,8
103000,1447,10134,1910,801,N,5
93000,936,6000,1953,936,N,4
129500,1328,6000,1950,768,Y,7
93000,1387,6000,1954,811,Y,4
80000,861,7404,1920,861,Y,6
45000,612,5925,1940,0,N,4
37900,968,5925,1910,600,N,6
91300,886,5784,1938,190,Y,8
99500,792,8520,1923,624,Y,8
113000,1452,4456,1920,736,Y,5
87500,1510,9600,1910,677,Y,4
110000,1284,3500,1947,720,Y,7
106000,2138,8100,1898,849,N,5
265979,2640,11700,1880,1240,N,7
160000,2007,8400,1900,917,Y,7
119000,1288,3600,1917,624,Y,7
168000,1742,17671,1882,916,Y,9
58500,816,3300,1910,624,Y,3
143000,1482,9000,1920,650,Y,9
85000,1022,7200,1910,1022,N,4
124900,1869,8820,1890,1088,Y,6
119000,1480,5400,1920,972,Y,6
146500,1521,9720,1910,741,Y,7
34900,720,7879,1920,720,N,5
44000,797,9392,1900,245,N,3
223500,1576,21384,1923,1324,Y,6
149000,1432,6615,1923,1022,N,6
205000,1548,7264,1925,952,N,7
137000,1654,4960,1930,297,Y,7
121000,952,8854,1916,952,N,6
128000,1324,6000,1936,672,Y,6
134900,1176,6000,1937,698,Y,9
117000,1348,6000,1925,884,Y,8
132500,1412,6000,1939,780,Y,6
93000,1142,6000,1924,468,Y,5
119000,904,6000,1926,884,Y,7
100000,1301,6911,1924,1145,Y,5
141500,1539,6120,1936,927,Y,6
133000,1573,6120,1935,884,Y,7
60000,800,6120,1936,264,N,3
105000,875,6120,1931,715,Y,7
115000,995,6120,1925,960,Y,6
150000,1582,6120,1938,952,Y,6
126500,1072,8635,1925,1072,Y,5
214500,2134,11888,1916,844,N,6
167500,2019,11414,1910,728,N,8
155000,1768,8094,1915,1048,Y,6
155000,1826,2500,1915,910,Y,8
179900,1944,9928,1915,672,Y,8
104000,2229,5520,1912,755,Y,6
62500,2128,3000,1922,1040,N,1
149000,1930,6876,1927,720,Y,5
103000,1208,6240,1925,780,Y,5
123000,1427,5775,1915,483,Y,7
97500,1864,5852,1902,1020,N,5
135000,1666,5160,1927,1204,Y,6
70000,892,5160,1923,858,Y,6
116000,1403,10320,1915,698,Y,7
88750,704,4280,1946,560,Y,9
179000,1200,10800,1987,1200,Y,5
179000,1200,10800,1987,1200,Y,5
159900,1152,10547,1978,1152,Y,5
61000,904,10020,1922,683,N,1
103600,1369,6629,1925,672,N,6
63000,1112,9780,1934,585,N,3
175000,1464,12886,1963,520,Y,6
139000,1121,8816,1963,1121,Y,6
172500,1683,11184,1978,918,Y,5
113500,1052,11625,1967,1052,Y,6
130000,899,7800,1967,864,Y,7
149900,1034,8014,1978,456,Y,5
134900,858,7252,1982,858,Y,5
137000,860,8740,1982,840,Y,6
139000,1092,11616,1962,1092,Y,5
165000,1774,15400,1961,552,Y,5
148000,1138,15312,1960,1138,Y,5
165000,2071,15584,1956,825,Y,5
63900,660,9000,1947,0,N,2
161500,1788,11250,1957,1104,Y,5
143000,1473,25095,1968,1437,Y,8
135000,1229,17140,1956,1134,Y,6
82500,861,12342,1940,861,Y,5
190000,1867,10708,1955,1617,Y,5
139600,1733,13680,1955,0,Y,5
122000,1383,15635,1954,0,Y,5
127500,1689,9855,1956,1436,Y,5
121500,1073,9571,1956,1073,Y,5
60000,1276,9571,1958,1276,Y,3
154400,1639,9350,1946,747,Y,7
113000,672,9340,1941,672,Y,6
125000,1089,7440,1954,1089,Y,6
84000,845,11500,1957,0,N,3
139500,1049,4235,1984,1049,Y,5
131000,1716,11409,1949,768,Y,4
105000,1258,9060,1939,560,Y,5
108000,1510,9084,1940,755,Y,5
162000,1061,10778,1990,1054,Y,6
156500,1338,19255,1983,520,Y,5
316600,2132,12327,1983,1496,Y,8
271900,2196,14684,1990,2158,Y,7
213000,1775,9317,1993,740,Y,5
239900,1879,10560,1993,1079,Y,5
239500,2020,9828,1995,1128,Y,5
131000,2016,26400,1880,0,Y,7
118964,1535,7018,1979,0,Y,5
153337,1224,7018,1979,1086,Y,5
147983,2228,7018,1979,0,Y,5
118858,1535,7018,1979,0,Y,5
118858,1535,7018,1979,0,Y,5
142953,2240,7018,1979,0,Y,5
148325,1229,7040,1979,1094,Y,5
113722,1513,7007,1979,0,Y,5
269500,2787,11855,2000,1168,Y,5
269500,2787,7939,2000,1168,Y,5
269500,2787,7976,2000,1168,Y,5
323262,1680,10933,2009,1555,Y,5
297000,1718,10637,2007,1705,Y,5
295493,1630,10226,2008,1622,Y,5
332000,1720,10816,2008,1720,Y,5
239900,1468,9178,2008,1468,Y,5
212000,1768,10769,2007,866,Y,5
272500,1838,11422,2007,1838,Y,5
239000,1800,11923,2007,1800,Y,5
220000,1604,8814,2006,1604,Y,5
200000,1290,6762,2007,1282,Y,5
221800,1254,10324,2008,1254,Y,5
194500,1232,7314,2007,1232,Y,5
237000,1498,11645,2005,1498,Y,5
173000,1422,11646,2005,704,Y,5
275000,1644,12800,1989,1518,Y,5
233500,1759,16698,1992,1449,Y,5
185000,2126,28698,1967,1013,Y,5
152000,1040,12464,1996,1040,Y,5
143000,990,9757,1994,990,Y,7
231500,1764,15426,1997,928,Y,5
212000,1661,10667,1996,799,Y,6
207000,1463,14753,1998,1463,Y,5
145000,1097,10859,1994,1097,Y,5
138000,990,8072,1994,990,Y,5
197900,1779,10400,1998,866,Y,5
204000,1501,10335,1999,1490,Y,5
192000,1431,9017,1999,1431,Y,5
200000,1772,8750,1998,928,Y,5
195000,1660,8935,2002,831,Y,5
227000,1573,9808,2002,1573,Y,5
230000,1840,12420,2001,944,Y,5
187100,1430,16285,2001,1413,Y,5
203000,1444,10739,2002,1431,Y,5
201000,1492,11166,2001,1492,Y,5
124000,1040,8430,1978,1040,Y,5
140000,907,16269,1978,907,Y,5
134900,914,6950,1979,914,Y,7
150500,1040,8800,1977,1040,Y,7
136500,864,7000,1978,864,Y,8
143500,1268,9286,1977,1268,Y,7
133500,864,15523,1972,864,Y,6
123000,894,7200,1972,894,Y,5
133900,768,7200,1972,768,Y,8
133000,768,8445,1972,768,Y,7
250000,1611,11664,2002,1569,Y,5
254750,2184,12334,2003,1068,Y,5
236500,1788,11838,2001,1753,Y,5
261500,1872,11885,2001,1299,Y,5
313000,2153,11050,2000,1440,Y,5
198500,1725,8749,2002,840,Y,5
211000,1870,11250,2001,944,Y,5
220000,1513,15750,1999,1462,Y,5
203000,1504,11883,1996,1504,Y,5
279500,1828,12782,2002,1822,Y,5
210000,1417,8750,1997,1417,Y,5
219500,2034,9375,1997,1057,Y,5
191000,1716,8750,1996,880,Y,5
178000,1212,9100,2001,1212,Y,5
213000,1630,9750,2000,1630,Y,5
144000,848,4435,2003,848,Y,5
140000,848,4435,2003,848,Y,5
293200,1602,10200,2007,1578,Y,5
190000,1728,9313,2004,864,Y,5
190000,1500,8487,2004,1500,Y,5
173500,1476,8633,2005,738,Y,5
170000,1396,11069,2007,608,Y,5
108000,1126,8777,1949,0,Y,5
167000,1486,9937,1964,1486,Y,7
100000,816,8877,1938,816,Y,6
198500,1922,7301,2003,0,Y,5
159500,1426,7950,1977,690,Y,6
127000,1149,10682,1960,1014,Y,6
125000,1125,7200,1976,1041,Y,6
320000,1698,13286,2007,1698,Y,5
145500,1072,3675,2005,547,Y,5
118000,698,9405,1947,698,Y,9
85000,876,6410,1959,876,Y,5
120000,1368,11767,1950,1078,Y,5
98000,1529,8405,1945,0,N,3
99900,864,4060,1922,864,Y,8
82000,944,10206,1952,0,N,3
119900,1678,10926,1959,1678,Y,5
103500,1560,11767,1956,1150,Y,5
112000,960,8926,1956,672,Y,3
110000,1196,12354,1920,684,Y,8
122000,1298,8212,1941,720,Y,6
117000,1604,10998,1941,984,Y,5
160000,1268,6300,1938,832,Y,4
159434,1520,4500,1932,793,Y,5
60000,438,8400,1920,290,N,5
139500,1489,9900,1940,778,Y,7
197000,3082,15863,1920,824,Y,3
105000,1242,5707,1935,583,Y,6
135000,1981,7804,1928,1122,Y,3
147500,1232,8574,1916,816,Y,8
137450,1608,6171,1925,976,Y,6
155000,1135,7200,1936,560,Y,9
177000,1913,7558,1928,896,Y,6
145000,1477,6292,1928,861,Y,7
137000,1228,7155,1918,600,Y,8
234000,2080,10918,1926,1276,Y,9
205000,1567,13680,1940,840,Y,6
177500,1494,7500,1942,771,Y,7
160000,1308,9600,1940,728,Y,7
155000,1273,14680,1960,1273,Y,4
163500,964,13360,1921,876,Y,7
154900,1343,7681,1921,731,Y,6
205000,2480,8145,1940,920,Y,6
144800,1112,9100,1954,1112,Y,6
174500,1564,12000,1941,704,Y,7
193000,1561,13339,1960,1561,Y,6
158000,1523,15600,1949,1067,N,7
158500,1152,14000,1950,1092,Y,8
224000,1906,17500,1954,1310,Y,5
115000,1032,1733,1980,516,Y,6
137000,1229,1488,1980,561,Y,6
121000,1229,1612,1980,561,Y,6
124000,1229,1300,1980,561,Y,6
208000,1982,13607,1986,572,Y,6
315000,2365,17597,1971,1803,Y,9
222000,1680,21695,1988,880,Y,9
147000,1344,10690,1920,672,Y,7
123000,2168,8660,1900,760,N,6
78000,1192,6402,1920,596,N,5
85000,1526,8470,1915,1013,N,2
75000,572,10200,1925,572,N,6
230000,1648,3843,2007,1596,Y,5
57625,810,21780,1910,0,N,4
251000,2052,10125,2000,1107,Y,5
239686,2149,12822,2003,1434,Y,5
240000,1710,12118,2004,1710,Y,5
215000,1961,12209,2001,804,Y,5
156450,926,9750,1977,902,Y,6
173000,1287,9360,1977,957,Y,7
126000,1734,10125,1977,0,Y,5
173000,1217,9947,1990,1188,Y,5
152000,1595,11070,1991,1582,Y,5
137500,1344,14375,1958,819,Y,6
375000,2036,215245,1965,2136,Y,5
315500,1620,12898,2007,1620,Y,5
224500,1692,13159,2009,846,Y,5
410000,2036,13438,2008,2190,Y,5
316500,1641,14463,2008,1641,Y,5
201000,1466,8925,2007,1466,Y,5
175000,1412,11457,1988,1392,Y,5
204000,2237,9839,1980,712,Y,8
213500,1479,14419,1987,1645,Y,5
220000,1296,6853,2001,1267,Y,5
170000,2014,9157,2003,912,Y,5
315000,1838,14601,2006,1838,Y,5
425000,1978,12633,2007,1978,Y,5
139500,1008,12518,1968,1008,Y,7
115000,1771,21750,1960,0,Y,4
162000,1204,4500,1998,1204,Y,5
165000,1224,4500,1999,1224,Y,5
91000,988,1596,1973,462,Y,5
130000,874,9858,1968,864,Y,6
86000,630,1526,1970,630,Y,8
160000,1404,13383,1969,1188,Y,5
80000,630,1477,1970,630,Y,4
97000,1344,1533,1970,546,Y,6
88000,1092,2217,1970,546,Y,4
131900,796,7689,1972,796,Y,8
131250,1091,7706,1993,384,Y,5
165500,1110,9101,1978,1097,Y,6
112000,833,8780,1985,833,Y,5
149000,883,7669,1992,828,Y,6
143000,1362,14115,1993,796,Y,5
130000,1287,10429,1992,624,Y,5
196000,1567,9819,1977,1567,Y,5
173000,1632,10457,1969,784,Y,7
176500,1414,11029,1958,1184,Y,8
237500,2117,12925,1970,1205,Y,7
206900,2112,11075,1969,952,Y,5
187500,1604,8702,1997,926,Y,5
165000,1470,8139,1995,680,Y,5
195500,1604,9535,1998,926,Y,5
192000,1638,9042,1998,943,Y,5
173000,1636,15038,1996,916,Y,5
177900,1384,14137,1996,1348,Y,5
175000,1446,21872,1996,729,Y,5
286000,1593,4923,2001,1593,Y,5
247900,1682,6264,1997,1664,Y,5
180000,1337,5395,1993,1337,Y,5
180000,1280,5070,1992,1280,Y,5
181000,1604,10839,1997,926,Y,5
183000,1633,11184,1998,932,Y,5
188000,1658,8000,1995,773,Y,5
194500,1895,10832,1994,712,Y,5
185000,1709,14067,1991,836,Y,5
189000,1228,4671,1988,1228,Y,5
188500,1337,5950,1989,1337,Y,5
355000,2500,13543,2005,1168,Y,5
325000,2504,11198,2005,1122,Y,5
387000,1884,15401,2004,1884,Y,5
115000,1474,31220,1952,1632,Y,2
334000,1710,8118,2007,1710,Y,5
133000,1488,47280,1950,1488,Y,5
215000,2093,20544,1986,791,Y,6
226500,1688,12680,1988,1675,Y,6
175500,1422,12090,1981,1422,Y,6
181900,1260,10825,1983,1260,Y,7
235000,2064,18559,1978,2048,Y,5
220000,1782,14450,1979,1782,Y,5
272000,2872,12227,1977,1330,Y,7
161000,1211,13068,1976,1211,Y,5
175000,1126,15611,1977,1126,Y,6
185000,2044,10400,1980,738,Y,6
146900,1308,9743,1969,720,Y,6
292500,2840,12511,1978,1420,Y,7
180000,1523,11361,1976,1193,Y,5
159900,1444,10400,1976,1444,Y,5
205000,1964,10480,1976,803,Y,6
157000,1178,10000,1973,1176,Y,6
306000,2340,14311,1996,1236,Y,5
133000,1792,9000,1974,896,Y,5
151000,1054,9750,1969,1054,Y,8
111900,936,10295,1969,936,Y,6
123000,864,7560,1971,864,Y,5
111250,864,12735,1972,864,Y,5
181000,1337,4060,1998,1405,Y,5
103400,987,1680,1973,483,Y,5
100000,987,1680,1973,483,Y,5
100500,987,1890,1972,483,Y,6
106000,987,1869,1970,483,Y,6
85400,987,1680,1971,483,Y,5
89500,987,1680,1971,483,Y,3
111750,1302,1680,1972,630,Y,5
140000,1069,4043,1977,1069,Y,6
143000,1456,2308,1975,855,Y,6
148500,1055,2529,1977,1055,Y,6
110000,892,9477,1966,864,Y,5
394617,1932,12444,2008,1932,Y,5
426000,2332,12474,2007,1682,Y,5
385000,2084,14803,2007,2078,Y,5
446261,2713,14948,2008,1452,Y,5
317500,1582,12704,2007,1582,Y,5
372402,1710,13891,2007,1710,Y,5
417500,2464,13693,2007,2418,Y,5
383000,1950,14418,2007,1950,Y,5
390000,2748,13418,2006,1850,Y,5
460000,2790,12539,2005,1620,Y,5
379000,2331,12151,2005,1414,Y,5
250000,2088,8899,2007,948,Y,5
316000,2332,10574,2004,1148,Y,5
615000,2470,12720,2003,2535,Y,5
412500,2668,13688,2003,1572,Y,5
284000,2046,10625,2003,998,Y,5
284000,1575,10845,2003,1603,Y,5
421250,2649,16900,2001,1479,Y,5
370000,2690,16451,2003,1765,Y,5
336860,1866,10110,2008,1858,Y,5
367294,1702,8769,2008,1702,Y,5
192000,1367,12304,2005,1367,Y,5
274000,1518,12677,2003,1518,Y,5
266000,1684,8849,2005,1684,Y,5
370967,1800,8232,2007,1800,Y,5
234250,1342,6240,2006,1342,Y,5
219500,1342,6240,2006,1342,Y,5
155000,1626,2448,2003,764,Y,5
154000,1626,2448,2003,764,Y,5
207000,1358,8198,2004,1358,Y,5
195000,1455,3940,2003,1415,Y,5
219990,1576,3940,2004,1393,Y,5
191000,1504,3182,2005,1346,Y,5
159895,1266,3182,2007,1266,Y,5
187687,1246,3710,2007,1146,Y,5
179000,1515,9024,2004,789,Y,5
193000,1593,7415,2004,839,Y,5
190000,1166,9587,2005,856,Y,5
176000,1456,8029,2005,728,Y,5
188000,1720,8010,2002,840,Y,5
213000,1986,8396,2003,847,Y,5
217300,1358,7301,2007,1350,Y,6
186500,1792,10261,2000,936,Y,5
226750,1892,8220,2000,982,Y,5
184000,1490,15384,2004,788,Y,5
176000,1414,7750,2002,707,Y,5
225000,2322,12460,1999,1037,Y,5
185900,1651,8390,1999,831,Y,5
284500,2199,9660,1997,1173,Y,5
315000,2630,9200,1998,1470,Y,5
250000,2198,14260,2000,1145,Y,5
291000,2172,11000,2000,1519,Y,5
350000,2006,11675,1998,1982,Y,5
279500,2125,10990,1996,1064,Y,5
290000,2501,11929,1995,1242,Y,7
350000,2113,10437,1995,2109,Y,6
341000,2418,10542,1993,1311,Y,5
287500,2197,10010,1993,1080,Y,5
271000,2127,10944,1994,1223,Y,5
301500,1987,14303,1994,1986,Y,5
235128,1580,11932,2007,1580,Y,5
214000,1933,14598,2007,894,Y,5
232000,1574,11957,2006,1574,Y,5
240000,1578,13253,2006,1578,Y,5
264132,1506,14587,2008,1498,Y,5
245000,1563,10206,2007,1563,Y,5
227680,1428,12274,2008,1417,Y,5
257000,1861,9801,2007,1341,Y,5
297900,1874,9428,2007,955,Y,5
247000,1460,10037,2006,1460,Y,5
212700,1372,8640,2007,1363,Y,5
250580,1372,8640,2007,1372,Y,5
182000,1428,11639,2007,1428,Y,5
226700,1768,9803,2005,866,Y,5
250000,1992,9375,2003,1053,Y,5
250000,1958,10625,2005,1026,Y,5
339750,2078,10800,2007,1034,Y,5
205950,1665,8125,2007,813,Y,6
256000,1660,10625,2007,1660,Y,5
230348,1218,7500,2007,1218,Y,5
207500,1728,8791,2003,864,Y,5
141000,1080,7500,2004,1080,Y,5
188000,1696,10110,2003,835,Y,5
192500,1663,12774,2003,835,Y,5
146000,1175,13072,2005,1175,Y,5
159000,1114,13695,2004,1114,Y,5
155000,1114,13695,2003,1114,Y,5
173000,1640,8366,2004,798,Y,5
170000,1162,9260,2007,1162,Y,5
182000,1609,8453,1995,754,Y,5
163000,1680,8480,1993,886,Y,5
193500,1679,8125,1994,1408,Y,5
189000,1657,14565,1994,832,Y,5
190500,1677,8450,2001,827,Y,5
175000,1737,8285,1992,836,Y,5
179200,1294,7153,1991,1278,Y,5
187000,1710,9291,1993,832,Y,5
193000,1617,8012,1993,1604,Y,5
153900,1199,7892,1993,1199,Y,5
128000,984,9100,1963,984,Y,5
144000,912,12968,1962,912,Y,6
135000,864,8100,1961,864,Y,8
115000,890,8450,1968,890,N,5
119916,864,6360,1963,864,Y,5
142000,912,6768,1961,912,Y,8
192000,1430,19508,1974,1430,Y,5
140000,1641,10759,1972,1001,Y,4
290000,2683,9205,1990,930,Y,5
372500,2786,11025,1993,1848,Y,5
196000,1391,4282,2004,1391,Y,5
171900,1250,4017,2006,625,Y,5
178000,1245,3435,2004,1235,Y,5
165000,1200,3180,2005,600,Y,5
146000,1392,3180,2007,689,Y,5
146000,1392,3604,2007,689,Y,5
179400,1501,2280,1999,744,Y,5
172900,1549,2280,1999,744,Y,5
